age,fare,body,pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest
24.0,83.0,169.0,1.0,0,"Gheorgheff, Mr. Stanio",male,0.0,0.0,348123,C23 C25 C27,S,13,"New York, NY"
35.0,58.0,163.0,1.0,0,"Lewy, Mr. Ervin G",male,0.0,0.0,16988,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
35.0,3.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,16.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Anderson, Mr. Harry",female,1.0,1.0,230136,B101,C,11,"Cincinatti, OH"
36.0,14.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
34.0,6.0,157.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,185.0,1.0,0,"Abelseth, Mr. Olaus Jorgensen",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
37.0,25.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
34.0,-3.0,157.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
31.0,70.0,157.0,1.0,1,"Boulos, Miss. Nourelain",male,0.0,0.0,C.A. 15185,C23 C25 C27,S,13,"Denmark Hill, Surrey / Chicago"
17.0,85.0,185.0,3.0,0,"Asplund, Master. Carl Edgar",female,1.0,1.0,113801,B38,C,11,"Greensburg, PA"
17.0,85.0,182.0,2.0,0,"Skoog, Master. Harald",female,2.0,1.0,PC 17582,C92,Q,15,"Isle of Wight, England"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
17.0,85.0,172.0,3.0,0,"Dick, Mr. Albert Adrian",female,1.0,1.0,349257,F38,C,D,"New York, NY"
37.0,21.0,162.0,2.0,1,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Mexico City, Mexico"
34.0,27.0,155.0,2.0,0,"Case, Mr. Howard Brown",male,0.0,0.0,C.A. 24580,F33,S,8 10,"Hartford, Huntingdonshire"
17.0,85.0,173.0,3.0,0,"Dick, Mr. Albert Adrian",female,1.0,1.0,2656,E63,C,D,"New York, NY"
19.0,85.0,177.0,3.0,0,"Lester, Mr. James",male,1.0,1.0,PC 17474,C23 C25 C27,C,16,"New York, NY"
17.0,85.0,185.0,1.0,0,"Skoog, Master. Harald",female,1.0,1.0,348123,B41,C,D,"New York, NY"
35.0,2.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,1.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,84.0,169.0,2.0,0,"Chibnall, Mrs. (Edith Martha Bowerman)",male,1.0,0.0,S.O./P.P. 751,C23 C25 C27,C,13,"New York, NY"
35.0,-2.0,157.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
17.0,57.0,130.0,3.0,0,"Horgan, Mr. John",male,4.0,1.0,347087,E12,Q,16,"Halifax, NS"
37.0,68.0,169.0,1.0,0,"Doling, Mrs. John T (Ada Julia Bone)",male,0.0,0.0,2676,C23 C25 C27,C,7,"New York, NY"
36.0,-2.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-2.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,83.0,172.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,0.0,0.0,382650,C23 C25 C27,S,13,"New York, NY"
38.0,20.0,163.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,178.0,1.0,1,"Klasen, Miss. Gertrud Emilia",female,1.0,1.0,367230,C23 C25 C27,C,13,"New York, NY"
34.0,3.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,2.0,0,"Keane, Miss. Nora A",male,1.0,1.0,113778,A36,C,11,"New York, NY"
39.0,57.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,35.0,163.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,82.0,155.0,2.0,0,"Mallet, Mr. Albert",female,2.0,1.0,348123,B82 B84,C,11,"Clevedon, England"
17.0,85.0,127.0,2.0,0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,4.0,2.0,2683,C124,C,5,"Harrow-on-the-Hill, Middlesex"
38.0,24.0,162.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,13.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,11.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,19.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
36.0,1.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,3.0,0,"Allison, Master. Hudson Trevor",female,2.0,1.0,111361,A5,C,10,"?Havana, Cuba"
35.0,8.0,159.0,2.0,1,"Olsen, Mr. Karl Siegwart Andreas",male,0.0,0.0,2676,C23 C25 C27,S,13,"St Andrews, Guernsey"
36.0,-4.0,161.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
33.0,50.0,170.0,1.0,0,"Paulner, Mr. Uscher",male,2.0,9.0,349201,A19,Q,11,"Finland / Minneapolis, MN"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
37.0,10.0,159.0,2.0,1,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
17.0,85.0,154.0,1.0,0,"Green, Mr. George Henry",female,1.0,1.0,348123,E12,C,11,"New York, NY"
36.0,33.0,168.0,2.0,0,"Skoog, Miss. Mabel",male,0.0,0.0,348123,E44,S,13,"New York, NY / Washington, DC"
34.0,31.0,162.0,2.0,0,"Panula, Master. Urho Abraham",male,0.0,0.0,112053,D28,Q,2,"Lower Clapton, Middlesex or Erdington, Birmingham"
35.0,-0.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,66.0,165.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,0.0,0.0,695,C23 C25 C27,S,13,"Mexico City, Mexico"
34.0,-1.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,126.0,3.0,0,"Abbing, Mr. Anthony",female,2.0,1.0,110152,A21,C,1,"?Havana, Cuba"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
23.0,85.0,171.0,3.0,0,"Davies, Master. John Morgan Jr",female,1.0,1.0,28220,E68,C,5,"New York, NY"
38.0,33.0,162.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,A/4 48871,C23 C25 C27,S,13,"Hessle, Yorks"
35.0,-0.0,158.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,13.0,162.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
36.0,12.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,-3.0,156.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,14.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
24.0,-10.0,131.0,2.0,0,"Richards, Master. William Rowe",male,5.0,9.0,248659,D38,Q,4,"?Havana, Cuba"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
19.0,50.0,141.0,2.0,0,"Burns, Miss. Mary Delia",male,4.0,4.0,113050,E44,Q,16,"Clevedon, England"
34.0,34.0,164.0,2.0,1,"Boulos, Miss. Nourelain",male,0.0,0.0,C.A. 34050,C23 C25 C27,S,13,"Ruotsinphyhtaa, Finland New York, NY"
35.0,3.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
33.0,-7.0,157.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,1.0,158.0,2.0,0,"Homer, Mr. Harry ('Mr E Haven')",male,0.0,0.0,2676,C23 C25 C27,S,13,"Portugal / Sau Paulo, Brazil"
17.0,85.0,126.0,3.0,0,"Ali, Mr. William",female,1.0,1.0,111240,B94,C,1,"Aberdeen / Portland, OR"
38.0,19.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
38.0,33.0,164.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,6.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,36.0,165.0,2.0,1,"Goldsmith, Mr. Nathan",male,0.0,0.0,A/4 31416,C23 C25 C27,S,13,"England / Sacramento, CA"
36.0,13.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
22.0,84.0,176.0,3.0,1,"Mitkoff, Mr. Mito",male,1.0,1.0,349222,C23 C25 C27,C,13,"New York, NY"
36.0,9.0,160.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
31.0,64.0,168.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,8.0,4.0,2676,A24,Q,C,"Ruotsinphyhtaa, Finland New York, NY"
37.0,7.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,126.0,1.0,0,"Abbott, Master. Eugene Joseph",female,1.0,1.0,110152,A21,C,1,"?Havana, Cuba"
34.0,61.0,163.0,1.0,1,"Gheorgheff, Mr. Stanio",male,0.0,0.0,345783,C23 C25 C27,S,13,"New York, NY"
30.0,15.0,157.0,2.0,0,"Stranden, Mr. Juho",male,0.0,0.0,250651,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
36.0,12.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
37.0,21.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Hessle, Yorks"
33.0,8.0,159.0,2.0,0,"Carver, Mr. Alfred John",male,0.0,0.0,2676,C23 C25 C27,S,13,"Syria Fredericksburg, VA"
33.0,67.0,164.0,2.0,1,"Frost, Mr. Anthony Wood 'Archie'",male,0.0,0.0,C.A. 34050,C23 C25 C27,S,13,"New York, NY"
37.0,47.0,163.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13 15 B,London
17.0,85.0,185.0,2.0,0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
37.0,23.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
17.0,85.0,185.0,3.0,0,"Devaney, Miss. Margaret Delia",female,1.0,1.0,349257,C90,C,15,"Cologne, Germany"
17.0,85.0,183.0,3.0,0,"Farrell, Mr. James",female,1.0,1.0,C.A. 15185,E49,C,16,"Woodford County, KY"
35.0,-0.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,184.0,1.0,0,"Foo, Mr. Choong",male,2.0,1.0,348123,A19,C,11,"New York, NY"
35.0,-2.0,158.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,4.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
20.0,85.0,172.0,1.0,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,1.0,1.0,382650,C23 C25 C27,C,13,"New York, NY"
37.0,23.0,162.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
38.0,46.0,152.0,3.0,1,"Newsom, Miss. Helen Monypeny",male,0.0,0.0,29105,C23 C25 C27,S,13,"Perkins County, SD"
42.0,62.0,183.0,2.0,0,"O'Dwyer, Miss. Ellen 'Nellie'",male,5.0,4.0,2676,A24,Q,11,"Norrlot, Sweden Chicago, IL"
17.0,85.0,185.0,3.0,0,"Adams, Mr. John",female,2.0,1.0,113028,A18,Q,10,"Ascot, Berkshire / Rochester, NY"
36.0,44.0,164.0,2.0,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,0.0,0.0,695,C23 C25 C27,S,13,"Mexico City, Mexico"
17.0,85.0,185.0,3.0,0,"Persson, Mr. Ernst Ulrik",female,4.0,1.0,2676,A5,C,11,"New York, NY"
36.0,5.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,7.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,7.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
17.0,85.0,185.0,1.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A21,C,1,"?Havana, Cuba"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A11,C,1,"?Havana, Cuba"
36.0,7.0,159.0,2.0,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,46.0,161.0,2.0,0,"Sjoblom, Miss. Anna Sofia",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
31.0,37.0,159.0,2.0,0,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,8.0,4.0,A/5 21173,F33,Q,16,"Mexico City, Mexico"
17.0,85.0,185.0,2.0,0,"Abbing, Mr. Anthony",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
30.0,76.0,152.0,1.0,1,"Widener, Mr. Harry Elkins",male,0.0,0.0,2676,C23 C25 C27,S,13,"Austria Niagara Falls, NY"
23.0,84.0,172.0,2.0,0,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",male,2.0,1.0,348123,A18,C,D,"New York, NY"
17.0,85.0,156.0,3.0,0,"Astor, Col. John Jacob",female,2.0,2.0,348123,F G73,Q,11,"Haverford, PA"
35.0,3.0,158.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
29.0,84.0,175.0,3.0,0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,1.0,1.0,2676,F38,C,C,"New York, NY"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,5.0,158.0,2.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,16.0,162.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,28.0,158.0,2.0,0,"Skoog, Master. Karl Thorsten",male,0.0,0.0,2676,C23 C25 C27,S,13,"New York, NY"
36.0,3.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Backstrom, Mr. Karl Alfred",female,1.0,1.0,21228,C49,C,11,"New York, NY"
17.0,85.0,185.0,2.0,0,"Abrahamsson, Mr. Abraham August Johannes",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
36.0,10.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
35.0,1.0,158.0,2.0,0,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,2.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
30.0,46.0,156.0,2.0,1,"Leyson, Mr. Robert William Norman",male,0.0,0.0,695,C23 C25 C27,S,13,"New York, NY"
17.0,85.0,173.0,3.0,0,"Lester, Mr. James",female,1.0,1.0,348123,B20,C,11,"Co Cork, Ireland Roxbury, MA"
36.0,5.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,10.0,157.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
39.0,69.0,166.0,3.0,0,"Rosblom, Mr. Viktor Richard",male,0.0,0.0,C.A./SOTON 34068,C23 C25 C27,S,13,"Co Cork, Ireland Roxbury, MA"
37.0,50.0,158.0,1.0,1,"Glynn, Miss. Mary Agatha",male,0.0,0.0,C.A. 31030,C23 C25 C27,S,13,"Tuxedo Park, NY"
29.0,41.0,152.0,2.0,0,"de Brito, Mr. Jose Joaquim",male,3.0,4.0,C.A. 24580,A5,Q,13 15 B,"Hartford, Huntingdonshire"
36.0,3.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,181.0,3.0,0,"Harper, Miss. Annie Jessie 'Nina'",female,2.0,2.0,330972,F33,Q,11,"Tuxedo Park, NY"
17.0,85.0,185.0,2.0,0,"Aldworth, Mr. Charles Augustus",female,1.0,1.0,110152,A18,C,1,"Aberdeen / Portland, OR"
35.0,1.0,159.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,23.0,161.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
38.0,26.0,163.0,2.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
23.0,82.0,166.0,2.0,0,"Rothschild, Mr. Martin",male,1.0,1.0,S.O./P.P. 751,C23 C25 C27,C,11,"New York, NY"
17.0,85.0,183.0,3.0,0,"Mangiavacchi, Mr. Serafino Emilio",female,1.0,1.0,348123,B20,C,15,"New York, NY"
17.0,85.0,182.0,3.0,0,"Frost, Mr. Anthony Wood 'Archie'",female,1.0,1.0,349257,C124,C,16,"New York, NY"
38.0,14.0,163.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,London
17.0,85.0,185.0,1.0,0,"Allison, Master. Hudson Trevor",female,1.0,1.0,112052,B101,C,1,"Amenia, ND"
37.0,4.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,177.0,3.0,0,"Saad, Mr. Amin",female,1.0,1.0,2676,B49,C,7,"Nice, France"
36.0,6.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
34.0,12.0,157.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
36.0,13.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
22.0,85.0,151.0,1.0,0,"Green, Mr. George Henry",male,1.0,1.0,348123,B82 B84,C,11,"Amenia, ND"
32.0,83.0,155.0,1.0,1,"Smith, Mr. Richard William",female,0.0,0.0,36866,C23 C25 C27,C,13,"Ottawa, ON"
38.0,14.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
27.0,36.0,162.0,1.0,0,"Yrois, Miss. Henriette ('Mrs Harbeck')",female,3.0,3.0,347467,B102,Q,B,"New Forest, England"
36.0,1.0,160.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
38.0,11.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,19.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
37.0,10.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
37.0,7.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Los Angeles, CA"
35.0,2.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Klasen, Miss. Gertrud Emilia",female,1.0,1.0,348123,C23 C25 C27,C,13,"New York, NY"
19.0,85.0,154.0,1.0,1,"Fleming, Miss. Margaret",male,1.0,0.0,348123,C23 C25 C27,C,13,"New York, NY"
21.0,85.0,165.0,3.0,1,"Skoog, Master. Harald",male,1.0,3.0,1222,E68,C,13,"New York, NY"
36.0,5.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,1.0,0,"Astor, Col. John Jacob",female,1.0,1.0,17463,B94,C,11,"Bronx, NY"
36.0,7.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
36.0,9.0,159.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
17.0,85.0,145.0,1.0,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,1.0,2.0,2683,B41,C,15,"New York, NY"
36.0,5.0,159.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,185.0,2.0,0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,1.0,1.0,110152,A18,C,1,"?Havana, Cuba"
36.0,30.0,161.0,3.0,1,"Midtsjo, Mr. Karl Albert",male,0.0,0.0,2676,C23 C25 C27,S,13,"Deephaven, MN / Cedar Rapids, IA"
37.0,8.0,160.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
17.0,85.0,180.0,2.0,0,"Astor, Col. John Jacob",female,3.0,1.0,2676,F G73,C,11,"Haverford, PA / Cooperstown, NY"
18.0,85.0,153.0,3.0,0,"Persson, Mr. Ernst Ulrik",female,1.0,1.0,374910,E33,C,15,"New York, NY"
34.0,9.0,157.0,2.0,1,"Clifford, Mr. George Quincy",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
35.0,66.0,165.0,1.0,1,"Boulos, Miss. Nourelain",male,0.0,0.0,113778,C23 C25 C27,S,13,"Cologne, Germany"
24.0,85.0,175.0,3.0,0,"Nicholson, Mr. Arthur Ernest",female,1.0,1.0,S.O./P.P. 751,A24,C,11,"New York, NY"
30.0,80.0,151.0,3.0,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",male,2.0,2.0,348123,C83,Q,11,"Taalintehdas, Finland Hoboken, NJ"
35.0,-1.0,158.0,2.0,0,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
32.0,-5.0,155.0,2.0,0,"Daly, Mr. Peter Denis",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
37.0,5.0,161.0,2.0,1,"Sap, Mr. Julius",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
39.0,49.0,165.0,1.0,1,"Van Impe, Mr. Jean Baptiste",male,0.0,0.0,2676,C23 C25 C27,S,13,London
39.0,54.0,165.0,1.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,London
37.0,10.0,161.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"Brooklyn, NY"
26.0,60.0,178.0,2.0,0,"Carter, Mrs. William Ernest (Lucile Polk)",male,2.0,6.0,2676,A19,Q,11,"Norrlot, Sweden Chicago, IL"
17.0,85.0,185.0,3.0,0,"Emir, Mr. Farred Chehab",female,2.0,1.0,348123,C49,C,11,"Cologne, Germany"
19.0,85.0,180.0,1.0,0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,8.0,1.0,348123,B52 B54 B56,C,D,"New York, NY"
35.0,10.0,158.0,2.0,1,"Rheims, Mr. George Alexander Lucien",male,0.0,0.0,2676,C23 C25 C27,S,13,"East Orange, NJ"
